longitude,latitude,year,DOY,Precip,RH,Tmax,WindSpeed
-117.2710619,47.66492608,2015,129,0.0,87.7,273.4,2.0
-117.0806847,47.61750731,2017,85,0.0,89.10000000000001,272.1,1.9000000000000001
-117.0597573,47.88794324,2022,69,0.0,95.2,270.8,2.1
-117.6613926,47.8040007,2020,55,0.0,92.30000000000001,272.7,2.0
-117.2514483,48.0021721,2022,85,0.0,87.10000000000001,272.9,2.0
-117.2881179,48.04207497,2023,345,0.0,86.2,273.0,2.1
-117.336596,47.94176258,2018,329,0.0,88.7,272.9,2.0
-117.5535343,47.58770457,2015,80,0.0,90.10000000000001,272.7,1.8
-117.6271899,47.76834702,2015,220,0.0,92.60000000000001,272.2,2.0
-117.2686455,48.01022159,2018,110,0.0,87.4,272.7,2.0
-117.5999835,47.50380219,2021,253,0.0,87.30000000000001,273.4,1.7000000000000002
-117.6560233,47.29782679,2016,317,0.0,89.60000000000001,272.9,1.6
-117.4573189,47.99579952,2017,164,0.0,87.2,273.3,2.0
-117.5417979,47.53093058,2015,103,0.0,86.80000000000001,273.2,1.7000000000000002
-117.7828334,47.65739643,2019,113,0.0,86.5,273.4,1.9000000000000001
-117.0770229,47.66278997,2015,252,0.0,88.30000000000001,272.4,2.0
-117.155449,47.60913571,2022,152,0.0,87.0,272.8,1.9000000000000001
-117.4431258,47.37616653,2015,336,0.0,86.80000000000001,272.8,1.6
-117.6023364,47.43333425,2015,251,0.0,87.4,273.0,1.6
-117.4777146,47.74314623,2016,354,0.0,92.60000000000001,272.6,2.0
-117.8153461,47.33011014,2016,88,0.0,89.2,273.1,1.7000000000000002
-117.0461245,47.28154021,2020,100,0.0,81.7,272.7,1.7000000000000002
-117.180339,48.02254023,2021,120,0.0,88.5,272.2,2.0
-117.3765404,48.03556347,2019,303,0.0,88.0,272.9,2.0
-117.3500227,47.7469441,2015,204,0.0,90.10000000000001,273.0,2.0
-117.7815899,47.73107342,2015,149,0.0,90.7,272.5,2.0
-117.7348545,47.29211284,2017,201,0.0,90.0,272.9,1.7000000000000002
-117.3110745,47.78423938,2016,295,0.0,88.4,273.2,2.0
-117.3024891,47.90127845,2019,3,0.0,89.5,272.8,2.0
-117.6114448,47.60992068,2020,68,0.0,88.30000000000001,272.9,1.8
-117.453111,47.68402391,2021,154,0.0,87.30000000000001,273.6,2.0
-117.638031,47.57192301,2018,182,0.0,86.30000000000001,273.6,1.8
-117.5930232,47.40293292,2021,13,0.0,88.0,272.9,1.6
-117.5125932,47.77503007,2022,189,0.0,90.0,273.1,2.0
-117.3403545,47.38926508,2015,20,0.0,86.80000000000001,272.9,1.7000000000000002
-117.5551377,47.52631075,2020,339,0.0,86.80000000000001,273.2,1.7000000000000002
-117.0851351,47.72190118,2022,283,0.0,90.2,272.4,2.0
-117.8015209,47.55655829,2019,10,0.0,86.10000000000001,273.6,1.8
-117.3807568,47.91954584,2018,188,0.0,92.7,272.9,2.0
-117.4909683,47.39724801,2016,345,0.0,86.9,272.9,1.6
-117.1422723,47.68321368,2020,19,0.0,88.0,273.2,2.0
-117.5425214,47.68656451,2020,143,0.0,94.0,272.5,2.0
-117.4619438,47.53809037,2015,103,0.0,86.5,273.2,1.7000000000000002
-117.1753498,47.5895505,2023,303,0.0,88.9,272.6,1.9000000000000001
-117.2028494,47.73646722,2020,241,0.0,94.60000000000001,271.6,2.0
-117.5331701,47.83642415,2017,152,0.0,91.5,272.2,2.0
-117.7177849,47.30231609,2018,272,0.0,89.60000000000001,273.0,1.7000000000000002
-117.2702244,47.43046033,2018,337,0.0,86.7,272.7,1.7000000000000002
-117.6157863,47.63490515,2017,188,0.0,93.5,272.6,1.9000000000000001
-117.526591,47.78771748,2017,210,0.0,90.0,273.1,2.0
-117.3538533,47.29185017,2017,177,0.0,88.10000000000001,272.6,1.7000000000000002
-117.3330048,47.29470765,2018,194,0.0,88.10000000000001,272.6,1.7000000000000002
-117.2400015,47.39179237,2021,177,0.0,87.0,272.5,1.7000000000000002
-117.5616454,47.65926228,2018,66,0.0,90.5,272.7,1.9000000000000001
-117.235521,47.57370844,2023,310,0.0,92.2,272.0,1.9000000000000001
-117.5022094,47.68709268,2015,2,0.0,93.5,272.6,2.0
-117.1085664,47.93388365,2022,317,0.0,88.30000000000001,270.6,2.0
-117.6081466,47.32640962,2021,271,0.0,89.80000000000001,272.9,1.6
-117.3226129,47.45400876,2016,60,0.0,88.30000000000001,272.5,1.7000000000000002
-117.3823187,47.65167417,2022,43,0.0,89.5,273.2,1.9000000000000001
-117.684408,47.44427167,2015,93,0.0,86.9,273.0,1.7000000000000002
-117.4613205,47.97493704,2023,226,0.0,87.2,273.3,2.0
-117.7219429,47.6629463,2023,286,0.0,87.60000000000001,273.0,1.9000000000000001
-117.3659406,47.87469697,2016,63,0.0,87.60000000000001,273.2,2.0
-117.8163775,47.62039319,2021,280,0.0,85.9,273.4,1.9000000000000001
-117.3008912,47.52679108,2017,14,0.0,89.0,272.5,1.8
-117.8227849,47.35737121,2021,28,0.0,89.2,273.3,1.7000000000000002
-117.2333743,47.71574663,2023,142,0.0,92.60000000000001,272.3,2.0
-117.6579405,47.45863617,2018,108,0.0,86.30000000000001,273.2,1.6
-117.0657095,47.39005953,2015,290,0.0,81.10000000000001,272.8,1.8
-117.4853024,47.7706609,2016,78,0.0,89.7,273.0,2.0
-117.6406855,47.46953864,2015,247,0.0,87.30000000000001,273.6,1.7000000000000002
-117.7319804,47.77112043,2019,12,0.0,92.0,272.3,2.0
-117.2877164,47.51183044,2019,184,0.0,89.0,272.5,1.8
-117.0987581,47.83936005,2021,317,0.0,100.0,270.0,2.1
-117.6423052,47.57738801,2023,361,0.0,86.30000000000001,273.6,1.8
-117.2121365,47.45898611,2023,296,0.0,87.4,272.4,1.8
-117.3853998,47.87291234,2017,240,0.0,91.60000000000001,272.6,2.0
-117.2112466,47.90742406,2017,263,0.0,92.4,272.1,2.0
-117.6293472,47.67502079,2017,335,0.0,96.80000000000001,272.6,2.0
-117.7622245,47.37865305,2018,73,0.0,89.5,273.1,1.7000000000000002
-117.1624178,47.58201108,2022,68,0.0,90.2,271.5,1.9000000000000001
-117.1686061,47.4331086,2020,287,0.0,85.2,272.5,1.8
-117.6756822,47.28839783,2022,326,0.0,90.7,272.9,1.7000000000000002
-117.1876244,47.91473309,2015,220,0.0,100.0,270.5,2.1
-117.5101137,47.97344503,2022,47,0.0,87.30000000000001,273.2,2.0
-117.6907893,47.36517908,2018,58,0.0,87.4,273.0,1.6
-117.3609878,47.3670166,2015,24,0.0,86.2,272.8,1.7000000000000002
-117.3719524,47.69878798,2022,290,0.0,88.0,273.5,2.0
-117.4691197,47.52682224,2018,319,0.0,86.5,273.2,1.7000000000000002
-117.309869,48.04572744,2020,24,0.0,86.2,273.0,2.1
-117.7092354,47.30649157,2022,64,0.0,89.60000000000001,273.0,1.7000000000000002
-117.6218928,47.6041704,2018,255,0.0,86.4,273.4,1.8
-117.4057236,47.44931358,2017,148,0.0,85.2,273.1,1.7000000000000002
-117.799026,47.30131215,2023,116,0.0,89.2,273.1,1.7000000000000002
-117.2282294,47.59456145,2017,98,0.0,88.9,272.8,1.9000000000000001
-117.3996975,47.50072472,2023,239,0.0,88.10000000000001,272.8,1.7000000000000002
-117.2808253,47.44566879,2016,283,0.0,86.7,272.7,1.7000000000000002
-117.1925574,47.71208298,2016,300,0.0,90.2,273.0,2.0
-117.7117749,47.45048607,2016,93,0.0,86.9,273.2,1.7000000000000002
-117.5742963,47.45701656,2020,65,0.0,87.5,273.0,1.6
-117.4612332,47.85385302,2017,174,0.0,91.2,272.6,2.0
-117.4236257,47.81716112,2023,310,0.0,91.10000000000001,272.8,2.0
-117.1948486,47.97584869,2018,235,0.0,89.5,272.1,2.0
-117.6797373,47.3741728,2015,167,0.0,87.4,273.0,1.6
-117.2063694,47.75765078,2018,237,0.0,91.2,272.6,2.1
-117.4836767,47.36059836,2015,7,0.0,87.2,272.9,1.6
-117.4747251,47.34093966,2019,310,0.0,87.2,272.9,1.6
-117.5104464,47.65508994,2018,43,0.0,91.2,272.7,1.9000000000000001
-117.3758629,47.70554684,2022,276,0.0,88.0,273.5,2.0
-117.13156,47.37082638,2022,340,0.0,84.0,272.6,1.7000000000000002
-117.5064445,47.60801416,2021,153,0.0,91.5,272.6,1.8
-117.4076236,47.84162146,2017,43,0.0,91.60000000000001,272.6,2.0
-117.2887517,47.90556826,2015,213,0.0,89.5,272.8,2.0
-117.1331944,47.88646355,2015,201,0.0,100.0,269.8,2.1
-117.4150657,47.41217887,2017,155,0.0,86.10000000000001,272.9,1.6
-117.3924506,47.92593946,2020,220,0.0,91.0,272.8,2.0
-117.1073769,47.74193175,2021,153,0.0,90.2,272.4,2.0
-117.0937155,47.73501595,2020,36,0.0,90.2,272.4,2.0
-117.0711136,47.50264304,2020,226,0.0,82.60000000000001,272.7,1.8
-117.689265,47.34313089,2020,322,0.0,87.4,273.0,1.6
-117.7474632,47.50290942,2017,121,0.0,86.9,273.7,1.7000000000000002
-117.3269447,47.73398312,2020,9,0.0,90.9,272.7,2.0
-117.7286643,47.6232974,2022,339,0.0,86.30000000000001,273.4,1.9000000000000001
-117.6686302,47.36956906,2016,335,0.0,87.4,273.0,1.6
-117.4991175,47.32003558,2019,181,0.0,89.7,273.1,1.6
-117.6651121,47.73273842,2015,21,0.0,91.10000000000001,272.5,2.0
-117.4640439,47.30531676,2015,272,0.0,88.10000000000001,273.1,1.6
-117.3017105,47.77599219,2019,194,0.0,88.4,273.2,2.0
-117.2268559,47.44905168,2017,26,0.0,87.4,272.4,1.8
-117.46813,47.58285,2018,285,0.0,89.4,272.9,1.8
-117.1357569,47.51418148,2017,98,0.0,87.60000000000001,272.0,1.9000000000000001
-117.0453778,47.41166792,2015,219,0.0,81.10000000000001,272.8,1.8
-117.0794077,47.40965211,2015,327,0.0,81.9,272.8,1.8
-117.4954709,47.91056907,2019,273,0.0,91.2,272.9,2.0
-117.129934,47.62720229,2020,288,0.0,87.0,272.8,1.9000000000000001
-117.3933425,47.8419325,2017,66,0.0,91.60000000000001,272.6,2.0
-117.2526902,47.86952429,2023,315,0.0,88.5,272.9,2.1
-117.1068446,47.80273144,2019,111,0.0,96.7,272.2,2.1
-117.672,47.60106,2022,212,0.0,85.0,273.5,1.8
-117.507024,47.78343919,2015,171,0.0,90.0,273.1,2.0
-117.8054054,47.34381059,2019,339,0.0,89.2,273.3,1.7000000000000002
-117.314903,47.95298498,2017,59,0.0,88.5,272.8,2.0
-117.534402,47.74956365,2015,30,0.0,91.10000000000001,273.4,2.0
-117.176612,47.53285642,2018,267,0.0,88.7,271.9,1.9000000000000001
-117.1174469,47.59193846,2019,154,0.0,89.10000000000001,272.1,1.9000000000000001
-117.2195068,47.82256961,2021,350,0.0,89.2,272.9,2.1
-117.3175455,47.54876601,2015,2,0.0,91.5,271.8,1.9000000000000001
-117.6134347,47.6424762,2017,169,0.0,93.5,272.6,1.9000000000000001
-117.6043236,47.35859359,2016,214,0.0,87.10000000000001,273.1,1.6
-117.3191405,47.77345206,2023,251,0.0,88.4,273.2,2.0
-117.7626055,47.3263017,2020,31,0.0,89.60000000000001,273.0,1.7000000000000002
-117.3513845,48.02224303,2017,319,0.0,85.10000000000001,273.2,2.0
-117.1168122,47.27460484,2022,183,0.0,82.30000000000001,272.2,1.7000000000000002
-117.7630086,47.50354953,2022,189,0.0,86.9,273.7,1.7000000000000002
-117.0899001,47.48529109,2016,213,0.0,82.4,272.8,1.8
-117.5218149,47.35597028,2020,127,0.0,87.7,272.9,1.6
-117.4297922,47.76465492,2021,292,0.0,89.7,273.0,2.0
-117.5337232,47.6890821,2016,296,0.0,93.5,272.6,2.0
-117.2777447,47.76162206,2016,23,0.0,89.4,273.0,2.0
-117.4861258,47.90562074,2015,18,0.0,91.2,272.9,2.0
-117.7874828,47.79433337,2022,79,0.0,91.9,272.3,2.0
-117.3582182,47.52135185,2015,34,0.0,87.2,273.1,1.8
-117.4130593,47.53522391,2023,107,0.0,89.10000000000001,272.8,1.7000000000000002
-117.5392744,47.68668111,2020,305,0.0,94.0,272.5,2.0
-117.4698481,47.58471635,2021,199,0.0,89.4,272.9,1.8
-117.0582961,47.39098672,2021,191,0.0,81.10000000000001,272.8,1.8
-117.7798916,47.79214118,2017,232,0.0,91.9,272.3,2.0
-117.5781721,47.44615556,2016,62,0.0,87.5,273.0,1.6
-117.2437123,47.83231406,2023,42,0.0,89.2,272.9,2.1
-117.483692,47.7117927,2022,24,0.0,88.0,273.5,2.0
-117.293669,47.59006687,2021,163,0.0,88.9,272.3,1.9000000000000001
-117.8153727,47.48927594,2023,183,0.0,86.2,273.8,1.7000000000000002
-117.0826859,47.85492791,2018,333,0.0,100.0,270.0,2.1
-117.0459976,47.62969764,2018,95,0.0,88.30000000000001,272.4,2.0
-117.4473911,47.58132753,2015,83,0.0,91.10000000000001,272.6,1.8
-117.2510193,47.77565104,2022,93,0.0,89.4,273.0,2.0
-117.7201047,47.30323362,2017,278,0.0,89.60000000000001,273.0,1.7000000000000002
-117.203538,47.47291368,2021,105,0.0,86.10000000000001,272.4,1.8
-117.5198585,47.57628166,2016,85,0.0,89.60000000000001,272.8,1.8
-117.4628192,47.37989229,2016,61,0.0,86.9,272.9,1.6
-117.6560039,47.71274205,2021,208,0.0,93.2,272.3,2.0
-117.1665726,47.92694004,2020,158,0.0,91.5,271.4,2.0
-117.5194189,47.74997009,2017,69,0.0,91.10000000000001,273.4,2.0
-117.7901781,47.62736061,2023,262,0.0,85.9,273.4,1.9000000000000001
-117.4133802,47.62628717,2020,341,0.0,89.9,273.1,1.9000000000000001
-117.1353545,48.02477531,2020,234,0.0,92.2,271.2,2.1
-117.4724178,47.9704652,2015,139,0.0,87.2,273.3,2.0
-117.4200264,47.54083139,2018,280,0.0,89.10000000000001,272.8,1.7000000000000002
-117.5738773,47.35163654,2020,335,0.0,88.60000000000001,272.9,1.6
-117.5246486,47.42721085,2020,231,0.0,87.5,273.0,1.6
-117.6983163,47.79244724,2019,360,0.0,91.5,272.3,2.0
-117.1719837,47.57457747,2015,51,0.0,89.60000000000001,272.1,1.9000000000000001
-117.2864885,47.66525073,2022,239,0.0,87.7,273.4,2.0
-117.714317,47.6217621,2019,19,0.0,86.30000000000001,273.4,1.9000000000000001
-117.1922767,47.78778363,2019,178,0.0,91.80000000000001,272.1,2.1
-117.3339515,48.00242414,2021,209,0.0,87.2,273.0,2.0
-117.2161129,47.75810923,2018,131,0.0,91.2,272.6,2.1
-117.5693104,47.51093773,2020,231,0.0,86.80000000000001,273.2,1.7000000000000002
-117.7734747,47.32625575,2018,92,0.0,89.60000000000001,273.0,1.7000000000000002
-117.3402886,47.70232784,2017,31,0.0,89.0,273.3,2.0
-117.1332508,47.89701537,2021,362,0.0,100.0,269.8,2.1
-117.1308616,47.93771476,2022,249,0.0,97.9,270.3,2.0
-117.3701498,47.55974332,2018,124,0.0,89.2,272.7,1.8
-117.0450716,47.58562786,2016,136,0.0,90.60000000000001,270.8,1.9000000000000001
-117.1630418,47.7865065,2017,273,0.0,91.80000000000001,272.1,2.1
-117.5818355,47.34879535,2015,355,0.0,87.10000000000001,273.1,1.6
-117.1043181,47.92129991,2022,100,0.0,88.30000000000001,270.6,2.0
-117.2371364,47.31870339,2017,219,0.0,85.10000000000001,272.6,1.7000000000000002
-117.4666131,47.28916667,2021,104,0.0,89.10000000000001,272.9,1.6
-117.6416751,47.42687698,2019,301,0.0,86.30000000000001,273.2,1.6
-117.7967077,47.69196766,2019,97,0.0,89.0,273.1,2.0
-117.3377764,47.37081699,2021,316,0.0,86.2,272.8,1.7000000000000002
-117.7459334,47.6370523,2023,203,0.0,86.5,273.4,1.9000000000000001
-117.1836612,47.40556677,2019,21,0.0,85.2,272.6,1.8
-117.4965809,47.57277842,2015,198,0.0,89.60000000000001,272.8,1.8
-117.2453866,47.93686696,2015,112,0.0,88.60000000000001,272.5,2.0
-117.5871247,47.70700656,2016,149,0.0,96.10000000000001,272.5,2.0
-117.2842233,47.55292602,2020,243,0.0,90.2,272.0,1.9000000000000001
-117.5014798,47.36217636,2023,183,0.0,87.7,272.9,1.6
-117.7466318,47.2790351,2022,284,0.0,89.9,272.9,1.7000000000000002
-117.6913943,47.53052488,2019,337,0.0,86.9,273.7,1.7000000000000002
-117.1093603,47.76134638,2015,338,0.0,89.5,272.7,2.1
-117.2627119,47.33221117,2021,302,0.0,85.30000000000001,272.7,1.7000000000000002
-117.4151982,47.45310256,2019,300,0.0,86.2,273.0,1.6
-117.3044535,47.99005314,2020,89,0.0,90.10000000000001,272.5,2.0
-117.1940718,47.85858703,2021,222,0.0,100.0,271.1,2.1
-117.4509237,47.68815539,2017,248,0.0,87.30000000000001,273.6,2.0
-117.0406971,47.37704723,2017,177,0.0,81.7,273.0,1.7000000000000002
-117.5134192,47.86439752,2019,118,0.0,90.0,272.9,2.0
-117.3467554,47.49239288,2020,174,0.0,88.5,272.7,1.7000000000000002
-117.3047627,47.80789381,2023,219,0.0,92.60000000000001,272.5,2.1
-117.7638503,47.65811898,2019,218,0.0,86.5,273.4,1.9000000000000001
-117.0529919,47.28239326,2015,319,0.0,81.7,272.7,1.7000000000000002
-117.3575067,47.73100208,2018,77,0.0,90.10000000000001,273.0,2.0
-117.7715186,47.59096936,2019,88,0.0,86.9,273.3,1.9000000000000001
-117.4157888,47.84645668,2019,78,0.0,90.9,272.7,2.0
-117.0898532,47.63909786,2021,201,0.0,86.9,272.9,2.0
