longitude,latitude
-117.5417979,47.53093058
-117.7828334,47.65739643
-117.0770229,47.66278997
-117.155449,47.60913571
-117.4431258,47.37616653
-117.6023364,47.43333425
-117.4777146,47.74314623
-117.8153461,47.33011014
-117.0461245,47.28154021
-117.180339,48.02254023
-117.3765404,48.03556347
-117.3500227,47.7469441
-117.7815899,47.73107342
-117.7348545,47.29211284
-117.3110745,47.78423938
-117.3024891,47.90127845
-117.6114448,47.60992068
-117.453111,47.68402391
-117.638031,47.57192301
-117.5930232,47.40293292
-117.5125932,47.77503007
-117.3403545,47.38926508
-117.5551377,47.52631075
-117.0851351,47.72190118
-117.8015209,47.55655829
-117.3807568,47.91954584
-117.4909683,47.39724801
-117.1422723,47.68321368
-117.5425214,47.68656451
-117.4619438,47.53809037
-117.1753498,47.5895505
-117.2028494,47.73646722
-117.5331701,47.83642415
-117.7177849,47.30231609
-117.2702244,47.43046033
-117.6157863,47.63490515
-117.526591,47.78771748
-117.3538533,47.29185017
-117.3330048,47.29470765
-117.2400015,47.39179237
-117.5616454,47.65926228
-117.235521,47.57370844
-117.5022094,47.68709268
-117.1085664,47.93388365
-117.6081466,47.32640962
-117.3226129,47.45400876
-117.3823187,47.65167417
-117.684408,47.44427167
-117.4613205,47.97493704
-117.7219429,47.6629463
-117.3659406,47.87469697
-117.8163775,47.62039319
-117.3008912,47.52679108
-117.8227849,47.35737121
-117.2333743,47.71574663
-117.6579405,47.45863617
-117.0657095,47.39005953
-117.4853024,47.7706609
-117.6406855,47.46953864
-117.7319804,47.77112043
-117.2877164,47.51183044
-117.0987581,47.83936005
-117.6423052,47.57738801
-117.2121365,47.45898611
-117.3853998,47.87291234
-117.2112466,47.90742406
-117.6293472,47.67502079
-117.7622245,47.37865305
-117.1624178,47.58201108
-117.1686061,47.4331086
-117.6756822,47.28839783
-117.1876244,47.91473309
-117.5101137,47.97344503
-117.6907893,47.36517908
-117.3609878,47.3670166
-117.3719524,47.69878798
-117.4691197,47.52682224
-117.309869,48.04572744
-117.7092354,47.30649157
-117.6218928,47.6041704
-117.4057236,47.44931358
-117.799026,47.30131215
-117.2282294,47.59456145
-117.3996975,47.50072472
-117.2808253,47.44566879
-117.1925574,47.71208298
-117.7117749,47.45048607
-117.5742963,47.45701656
-117.4612332,47.85385302
-117.4236257,47.81716112
-117.1948486,47.97584869
-117.6797373,47.3741728
-117.2063694,47.75765078
-117.4836767,47.36059836
-117.4747251,47.34093966
-117.5104464,47.65508994
-117.3758629,47.70554684
-117.13156,47.37082638
-117.5064445,47.60801416
-117.4076236,47.84162146
-117.2887517,47.90556826
-117.1331944,47.88646355
-117.4150657,47.41217887
-117.3924506,47.92593946
-117.1073769,47.74193175
-117.0937155,47.73501595
-117.0711136,47.50264304
-117.689265,47.34313089
-117.7474632,47.50290942
-117.3269447,47.73398312
-117.7286643,47.6232974
-117.6686302,47.36956906
-117.4991175,47.32003558
-117.6651121,47.73273842
-117.4640439,47.30531676
-117.3017105,47.77599219
-117.2268559,47.44905168
-117.46813,47.58285
-117.1357569,47.51418148
-117.0453778,47.41166792
-117.0794077,47.40965211
-117.4954709,47.91056907
-117.129934,47.62720229
-117.3933425,47.8419325
-117.2526902,47.86952429
-117.1068446,47.80273144
-117.672,47.60106
-117.507024,47.78343919
-117.8054054,47.34381059
-117.314903,47.95298498
-117.534402,47.74956365
-117.176612,47.53285642
-117.1174469,47.59193846
-117.2195068,47.82256961
-117.3175455,47.54876601
-117.6134347,47.6424762
-117.6043236,47.35859359
-117.3191405,47.77345206
-117.7626055,47.3263017
-117.3513845,48.02224303
-117.1168122,47.27460484
-117.7630086,47.50354953
-117.0899001,47.48529109
-117.5218149,47.35597028
-117.4297922,47.76465492
-117.5337232,47.6890821
-117.2777447,47.76162206
-117.4861258,47.90562074
-117.7874828,47.79433337
-117.3582182,47.52135185
-117.4130593,47.53522391
-117.5392744,47.68668111
-117.4698481,47.58471635
-117.0582961,47.39098672
-117.7798916,47.79214118
-117.5781721,47.44615556
-117.2437123,47.83231406
-117.483692,47.7117927
-117.293669,47.59006687
-117.8153727,47.48927594
-117.0826859,47.85492791
-117.0459976,47.62969764
-117.4473911,47.58132753
-117.2510193,47.77565104
-117.7201047,47.30323362
-117.203538,47.47291368
-117.5198585,47.57628166
-117.4628192,47.37989229
-117.6560039,47.71274205
-117.1665726,47.92694004
-117.5194189,47.74997009
-117.7901781,47.62736061
-117.4133802,47.62628717
-117.1353545,48.02477531
-117.4724178,47.9704652
-117.4200264,47.54083139
-117.5738773,47.35163654
-117.5246486,47.42721085
-117.6983163,47.79244724
-117.1719837,47.57457747
-117.2864885,47.66525073
-117.714317,47.6217621
-117.1922767,47.78778363
-117.3339515,48.00242414
-117.2161129,47.75810923
-117.5693104,47.51093773
-117.7734747,47.32625575
-117.3402886,47.70232784
-117.1332508,47.89701537
-117.1308616,47.93771476
-117.3701498,47.55974332
-117.0450716,47.58562786
-117.1630418,47.7865065
-117.5818355,47.34879535
-117.1043181,47.92129991
-117.2371364,47.31870339
-117.4666131,47.28916667
-117.6416751,47.42687698
-117.7967077,47.69196766
-117.3377764,47.37081699
-117.7459334,47.6370523
-117.1836612,47.40556677
-117.4965809,47.57277842
-117.2453866,47.93686696
-117.5871247,47.70700656
-117.2842233,47.55292602
-117.5014798,47.36217636
-117.7466318,47.2790351
-117.6913943,47.53052488
-117.1093603,47.76134638
-117.2627119,47.33221117
-117.4151982,47.45310256
-117.3044535,47.99005314
-117.1940718,47.85858703
-117.4509237,47.68815539
-117.0406971,47.37704723
-117.5134192,47.86439752
-117.3467554,47.49239288
-117.3047627,47.80789381
-117.7638503,47.65811898
-117.0529919,47.28239326
-117.3575067,47.73100208
-117.7715186,47.59096936
-117.4157888,47.84645668
-117.0898532,47.63909786
-117.1399428,47.67150361
-117.2251995,47.43784668
-117.3141857,47.76222903
-117.7983854,47.33919613
-117.3926957,47.55830441
-117.7322397,47.66381809
-117.6008853,47.35052987
-117.0921395,47.84193662
-117.8193849,47.39937142
-117.4128647,47.37582754
-117.1400924,47.74940731
-117.4541684,47.86192358
-117.7828666,47.62509003
-117.1558908,47.74738081
-117.7488934,47.62064724
-117.1020236,47.46031188
-117.3673771,48.01449749
-117.8161705,47.6314474
-117.436797,47.67762455
-117.0487683,48.04441131
-117.1533485,47.39471723
-117.1884619,47.43223281
-117.3209624,47.44609999
-117.4828035,47.59077038
-117.0581852,47.58605607
-117.3049437,47.28366785
-117.6716167,47.48998593
-117.4436882,47.9535401
-117.1698463,47.30006776
-117.7079326,47.41268493
-117.1303502,47.72038527
-117.4407584,47.26681473
-117.6649458,47.81584503
-117.6692264,47.57400408
-117.5188655,47.95787087
-117.3174574,47.90662528
-117.4487494,47.70404247
-117.2023687,47.68648322
-117.469653,47.76741491
-117.3922616,47.59187585
-117.5536128,47.63506205
-117.4930102,47.76738658
-117.3026039,47.85872646
-117.2351187,47.82924921
-117.3446673,47.83254104
-117.1800022,47.87852402
-117.2018252,47.60265735
-117.4365917,47.2740603
-117.5361661,47.46238079
-117.3404148,47.48725201
-117.2669169,47.47483501
-117.0548063,47.82817294
-117.7856038,47.31287289
-117.4144057,47.66178188
-117.308011,48.01838275
-117.7754953,47.7352984
-117.5070021,47.84615367
-117.2847139,47.96292299
-117.2606997,47.70649388
-117.6493739,47.51501336
-117.6303227,47.81704346
-117.7728184,47.6326163
-117.642549,47.80373051
-117.3663963,47.73960972
-117.7870321,47.63877291
-117.7448391,47.42677542
-117.5229144,47.75789101
-117.5512253,47.68629648
-117.214832,48.02454842
-117.2598367,47.28563174
-117.578459,47.50617396
-117.4634021,47.57442929
-117.1486341,47.93962603
-117.3681429,47.81158895
-117.042961,47.57546336
-117.7302936,47.34332427
-117.3225176,47.82612721
-117.8191053,47.40936926
-117.4229184,47.79229105
-117.3321387,47.930004
-117.76101,47.62822405
-117.5624098,47.26666939
-117.7803128,47.6288214
-117.0667967,47.64415944
-117.7561958,47.31521271
-117.5040832,47.57344907
-117.3711284,47.37367341
-117.3761984,47.61857746
-117.0665182,47.43157741
-117.2632221,47.77783092
-117.4014184,47.75600009
-117.1580441,47.65080398
-117.5539196,47.37190723
-117.3122162,47.35787057
-117.1206274,48.03809166
-117.3098745,47.67291212
-117.5167211,47.3996138
-117.6415946,47.77355796
-117.5503368,47.33131741
-117.6529873,47.73995766
-117.2489804,48.04319194
-117.5450531,47.52461905
-117.4856934,47.71963031
-117.3593745,47.36748195
-117.1291721,47.98445755
-117.5586519,47.75157945
-117.5320082,47.98948387
-117.4334777,47.31580321
-117.7714776,47.46473344
-117.2996649,48.01823404
-117.2623868,47.69675507
-117.2724489,47.82964706
-117.6154426,47.50704704
-117.3966014,47.64407216
-117.8022143,47.71887001
-117.5255794,47.40526344
-117.8042908,47.67767968
-117.7529341,47.56668079
-117.5997486,47.53147143
-117.4381161,47.45832197
-117.0993752,47.54693195
-117.529517,47.39633721
-117.4420761,47.4405612
-117.7518554,47.72193559
-117.7140495,47.82335232
-117.3145886,47.77115003
-117.4349909,48.0172814
-117.2216849,47.28320215
-117.7004236,47.49912946
-117.5012718,47.26276859
-117.6363776,47.67676099
-117.2233144,47.52811894
-117.7477653,47.41161194
-117.2445399,47.79633577
-117.8038138,47.31728348
-117.7803164,47.42717835
-117.0924417,47.44355981
-117.6078774,47.57023284
-117.6792107,47.35121798
-117.1938578,47.3976838
-117.3708898,47.83797878
-117.3748745,47.86433146
-117.281739,47.79380066
-117.2810385,48.00707777
-117.6087093,47.68431677
-117.672278,47.69444799
-117.2622347,47.56577068
-117.0729633,47.44648349
-117.4460002,47.83388933
-117.4981295,47.43751562
-117.6840349,47.78276845
-117.3788509,47.26449027
-117.1643552,47.45091281
-117.6265719,47.51533722
-117.0988012,47.48659711
-117.6490745,47.31440962
-117.5167264,47.40358226
-117.7821154,47.63952405
-117.0862146,47.63551602
-117.2084475,47.54717178
-117.4860241,47.97394712
-117.4192844,47.26727395
-117.4893265,47.55331246
-117.2414258,47.42630193
-117.0904614,47.50737584
-117.277608,47.45257333
-117.6799908,47.45269428
-117.5161709,47.86427907
-117.1129019,47.93540331
-117.7746536,47.28425087
-117.7304551,47.64719231
-117.1368298,47.74295507
-117.3130818,47.38067244
-117.3861637,47.31524594
-117.5379505,47.38900725
-117.731006,47.81265501
-117.6405894,47.58862158
-117.6256774,47.52921155
-117.5068702,47.45400178
-117.5549694,47.54886534
-117.5987225,47.75446919
-117.5204493,47.59958041
-117.1251022,47.53473483
-117.7126015,47.30238102
-117.234085,47.88534293
-117.5336818,47.31683705
-117.6662876,47.53041292
-117.128708,47.55753551
-117.064648,47.54055481
-117.3144992,47.40802027
-117.3732007,47.51961507
-117.3083067,48.01688278
-117.6405061,47.62152312
-117.7661391,47.30674355
-117.1237571,47.53593054
-117.3752484,47.3511675
-117.6271306,47.77705945
-117.4190218,47.26698324
-117.6057774,47.42035627
-117.1573162,47.35899746
-117.6188963,47.66729412
-117.513524,47.89687559
-117.2764202,47.30910328
-117.7198795,47.78391832
-117.4783415,47.9441412
-117.1663755,47.72874438
-117.5289588,47.43458352
-117.3745746,47.7227788
-117.3083364,47.79246377
-117.374125,47.28888046
-117.1557111,47.36869722
-117.2957674,48.01451831
-117.1776755,47.53942466
-117.2844834,47.83948416
-117.1747766,47.30083249
-117.3585995,47.37444979
-117.0472706,47.79253737
-117.6373065,47.51839578
-117.5150999,47.3741729
-117.5158332,47.67056648
-117.4575518,47.72371789
-117.4700067,47.74503032
-117.4735953,47.75323503
-117.7480473,47.55292787
-117.3979387,47.85319194
-117.5283555,47.56896602
-117.0574277,47.76916071
-117.6195849,47.34909251
-117.2167431,47.69760089
-117.8104954,47.6452065
-117.7888028,47.71607007
-117.6972802,47.63218871
-117.2536067,47.81544129
-117.0558016,47.40753953
-117.066782,48.00565311
-117.3409666,47.98125047
-117.2328354,47.60928538
-117.3901603,47.72125792
-117.6841431,47.77401332
-117.7254127,47.68627905
-117.5271703,47.63804483
-117.2405305,47.3930774
-117.2133104,47.59983559
-117.7729506,47.52777999
-117.2940107,47.94264248
-117.3059031,47.41830023
-117.705887,47.58637235
-117.0425477,47.32707734
-117.6983403,47.5186923
-117.3905657,47.80627915
-117.7319978,47.61972228
-117.1567293,47.89689912
-117.3176101,47.26741658
-117.4619864,47.85556392
-117.7263774,47.33807275
-117.4670939,47.82190174
-117.2466305,47.52090844
-117.6843918,47.71163571
-117.2366904,47.37854425
-117.2997456,47.59353473
-117.1472006,47.9281655
-117.062137,47.45702607
-117.5440237,47.63637628
-117.1374561,47.70893894
-117.1306275,47.30556862
-117.0894662,47.51370175
-117.8167752,47.62301777
-117.6901874,47.30693808
-117.5023288,47.81536793
-117.3770386,47.90785779
-117.0733529,47.31903807
-117.3492993,47.99159529
-117.124952,47.47855912
-117.2096723,47.44403069
-117.3584872,47.68917747
-117.4165102,47.68212816
-117.386429,47.68611579
-117.1251131,47.46590653
-117.3655808,47.59763135
-117.3886374,47.56798485
-117.2233311,47.84838758
-117.4738431,47.48887477
-117.674297,47.69946305
-117.7007024,47.40691874
-117.3835253,47.56470927
-117.5526872,47.47157321
-117.1601783,47.75109931
-117.2409875,47.3322114
-117.5170577,47.96269765
-117.0516537,47.88298991
-117.4823204,47.980261
-117.1451294,47.34549753
-117.078364,47.37018149
-117.6902388,47.63813324
-117.2987267,47.44660428
-117.4271508,47.35813018
-117.2080496,47.76099401
-117.3841859,47.42243289
-117.283592,47.78859244
-117.3663259,48.02689518
-117.6323412,47.67186175
-117.2222713,47.2921511
-117.0766893,47.952638
-117.4941634,47.89415916
-117.0987981,47.7309919
-117.8060495,47.27587088
-117.6893489,47.39407864
-117.7766003,47.39339557
-117.2148283,47.93106226
-117.7111887,47.66789118
-117.3915714,47.53441458
-117.6866926,47.63323897
-117.3200391,47.61669311
-117.3702058,47.83462338
-117.592314,47.63134556
-117.6551472,47.62494142
-117.2817258,47.89976182
-117.0448076,47.65888026
-117.1447361,47.44679817
-117.720881,47.64407782
-117.0609607,47.60091716
-117.2397219,47.9622392
-117.3760214,47.40270009
-117.5672096,47.32810157
-117.2723557,47.85793744
-117.2989482,47.60885958
-117.2984334,47.81249834
-117.7678376,47.43949403
-117.4687474,48.04733484
-117.1646804,47.7100435
-117.3129176,47.82094956
-117.4153452,47.60396205
-117.1981663,48.02145673
-117.6333991,47.53621843
-117.177158,47.27597968
-117.3443682,47.87985162
-117.5297273,47.45976622
-117.1958746,47.98171994
-117.0806096,48.03862039
-117.1827904,47.65562389
-117.1913698,47.45565759
-117.3325302,47.70563267
-117.3909529,47.79078616
-117.1402857,47.51554948
-117.2529675,47.85359114
-117.0568654,48.00653332
-117.3596189,47.36206793
-117.4016246,47.86260602
-117.1523108,47.82382283
-117.1403878,47.37527406
-117.2661021,48.03226421
-117.3874616,47.33671915
-117.4518482,47.91709411
-117.3938539,47.43991699
-117.1540632,48.00870533
-117.7012679,47.62209218
-117.4506481,47.86065396
-117.1072746,47.60826094
-117.7481835,47.66209854
-117.0557212,48.03861147
-117.0575371,47.38641315
-117.6453987,47.57216096
-117.1166986,47.61766414
-117.3391677,47.60482399
-117.674573,47.41294168
-117.3130862,47.74534266
-117.1361895,47.55751363
-117.7710381,47.39292538
-117.2102471,47.37863358
-117.4745239,47.26221431
-117.3615839,47.45755503
-117.4475614,47.70262819
-117.6290564,47.54534003
-117.6545578,47.41274623
-117.4674315,47.84668663
-117.3027824,48.02480283
-117.4968578,47.34650497
-117.4950552,47.70422973
-117.7370629,47.39543696
-117.2910481,47.64032306
-117.3612791,47.94790851
-117.4435892,47.63836999
-117.2620474,47.30356195
-117.491265,47.61999533
-117.1014991,47.27403371
-117.6777863,47.4891071
-117.3978389,47.83711242
-117.0729249,48.00002598
-117.0981409,47.33808305
-117.2488893,47.3938437
-117.3275404,47.61890246
-117.7672264,47.49282644
-117.6945345,47.83317932
-117.2468007,47.70642634
-117.6438978,47.73503323
-117.1107304,47.44602461
-117.7749596,47.58511055
-117.1404359,47.76034541
-117.0920621,47.76629456
-117.6109849,47.34049836
-117.114072,47.83708404
-117.465794,47.86870905
-117.074338,47.79650715
-117.0740518,47.86813012
-117.4259934,47.87757282
-117.349528,47.97882028
-117.4850882,47.64956333
-117.3161707,47.31976607
-117.7572901,47.32762593
-117.2051309,47.69498993
-117.4564546,47.58041783
-117.1513702,47.9251592
-117.7777952,47.72409537
-117.3370497,47.69571185
-117.3540002,47.32022992
-117.3652048,47.45558156
-117.2965477,47.2941113
-117.0920497,47.33949901
-117.4769787,47.39957678
-117.8043905,47.37196745
-117.1687596,47.678053
-117.437726,47.7891548
-117.2889716,47.51362776
-117.8197302,47.80876913
-117.688921,47.85020369
-117.3655703,47.67698636
-117.3413626,47.26521887
-117.350552,47.8316513
-117.322231,47.91034068
-117.4192134,47.96275471
-117.4549076,47.38865676
-117.4600356,47.51302396
-117.3615549,47.55826068
-117.4634354,47.49531351
-117.1504187,47.29438882
-117.4376086,47.33219612
-117.5212885,47.54769518
-117.7320205,47.54696641
-117.6255357,47.3708436
-117.6790326,47.47701477
-117.6870455,47.66602395
-117.0446939,47.96369644
-117.4545621,47.37448634
-117.2471978,47.92024747
-117.3414062,47.29612098
-117.3186903,47.34458355
-117.6362066,47.60844987
-117.2045065,48.01264945
-117.4278882,47.5874741
-117.1436838,47.39653024
-117.3175876,47.67058653
-117.3178603,47.89576852
-117.0610227,47.80526115
-117.5015867,47.26593473
-117.2166745,47.8221869
-117.0422475,47.81057856
-117.6880878,47.59980379
-117.5934336,47.73755447
-117.7651323,47.47004087
-117.1774011,47.47010395
-117.5114705,47.80891225
-117.773557,47.73378573
-117.1997986,47.49748467
-117.7889685,47.72470198
-117.644028,47.32347838
-117.4827392,48.00134245
-117.1749361,47.35822845
-117.4873533,48.00026785
-117.5394772,47.2928009
-117.6979376,47.52890326
-117.5017882,47.28949968
-117.7320944,47.34969461
-117.0902545,47.94388905
-117.4987446,47.83623767
-117.4048857,47.85204652
-117.0755807,47.69858125
-117.0689798,47.87682331
-117.1305677,47.54513451
-117.4841239,47.28050688
-117.3655054,47.70690369
-117.4451224,47.76838919
-117.4807847,47.31480508
-117.5595158,47.62925675
-117.3727881,47.95047208
-117.1855519,47.57956217
-117.0786775,47.65968074
-117.2636275,47.30217175
-117.2377584,48.04480443
-117.48131,47.42106664
-117.4695725,47.55047482
-117.2004494,47.46033179
-117.4011795,47.57208827
-117.1914858,47.74466241
-117.1054933,47.66528946
-117.1320926,47.80187007
-117.1681221,47.36283027
-117.5059596,47.58467751
-117.3492392,47.28034927
-117.2836455,47.78810009
-117.1745492,47.80333033
-117.4918493,47.45977465
-117.714143,47.46492199
-117.088426,47.60193606
-117.8025229,47.4498613
-117.3727815,48.03294328
-117.2135416,47.37435186
-117.1180836,47.40840469
-117.2677274,47.48037021
-117.7028698,47.44584311
-117.0571106,47.3107346
-117.3674625,47.41899346
-117.2255939,47.37979807
-117.2345498,47.82900059
-117.1554058,47.45055425
-117.4966405,47.5776177
-117.4332314,47.4086122
-117.0967535,47.36512657
-117.7999078,47.66468554
-117.1009638,47.82361517
-117.4756578,47.95302579
-117.1504558,47.82654031
-117.3262818,47.36646701
-117.3658198,47.52453854
-117.2772218,47.5174229
-117.2367857,47.80046756
-117.1710264,47.91462098
-117.7912397,47.64576409
-117.1284318,47.62175574
-117.4394575,47.36888087
-117.4192211,47.44090396
-117.4570951,47.95137451
-117.4100608,47.37613723
-117.2971434,47.29360303
-117.4593664,47.37672461
-117.6238603,47.33332025
-117.43943,47.94020347
-117.2454328,47.90780773
-117.657641,47.29254937
-117.6751393,47.72321443
-117.6693848,47.51202637
-117.1887278,47.57240259
-117.4113259,48.00218576
-117.3163201,47.2620066
-117.7796725,47.3753261
-117.7137271,47.27301594
-117.7174015,47.76297474
-117.4356468,48.04500853
-117.1599689,47.44777217
-117.4714582,47.58070886
-117.0704354,47.82889518
-117.1979017,47.43620797
-117.7601764,47.60173879
-117.6442985,47.8312608
-117.2705992,47.52148656
-117.5804426,47.41036624
-117.5577582,47.39878603
-117.3196959,47.51299248
-117.115397,47.55062865
-117.396392,47.47809779
-117.3575733,47.5747613
-117.4096459,47.6267401
-117.7515412,47.32386706
-117.3487633,47.36090569
-117.7681197,47.35439824
-117.2532361,47.38242433
-117.3296435,47.61238931
-117.4351567,47.97918575
-117.1527008,47.51993558
-117.27651,47.6237484
-117.4993825,47.30285185
-117.7578024,47.3481297
-117.8148672,47.7378374
-117.1835848,47.92842318
-117.1278391,47.65337081
-117.6510138,47.68014587
-117.2245467,47.53753853
-117.2122692,47.89108141
-117.3190887,47.69835024
-117.6972074,47.51561643
-117.6058374,47.50552435
-117.0885539,47.30293039
-117.0780429,47.66033748
-117.2521561,47.27365776
-117.4670858,47.66518507
-117.7287188,47.75769307
-117.4206972,47.64429653
-117.3797777,47.68664995
-117.2390064,47.41072489
-117.1986088,47.71631425
-117.1155627,47.51575558
-117.1842069,47.64643129
-117.421828,47.77887819
-117.2262753,47.68659419
-117.0703366,47.64860303
-117.2304907,47.99006952
-117.1918792,47.44537015
-117.3650581,47.47022375
-117.6254018,47.54705456
-117.2121473,47.26074921
-117.3669445,47.51153733
-117.1256355,47.35242379
-117.5919636,47.7082271
-117.4869606,47.68720421
-117.6916068,47.30827321
-117.8055313,47.65606252
-117.7347881,47.31609064
-117.8131921,47.38294472
-117.0783871,47.32419445
-117.5193702,47.39745244
-117.1611372,47.86198415
-117.0520088,47.30449252
-117.2240061,47.82511094
-117.1557072,47.50851595
-117.7064436,47.72468793
-117.2958926,47.79576848
-117.1759056,47.28441907
-117.1330728,47.74804677
-117.8157516,47.64230201
-117.5004653,47.47965021
-117.2757346,47.82337413
-117.1004796,47.94137367
-117.7924397,47.29477539
-117.4652256,47.34053414
-117.3738436,47.74831625
-117.2180248,47.42226726
-117.0533018,47.82737974
-117.3390924,47.71272521
-117.1878351,47.94758038
-117.1820338,47.60167659
-117.434115,47.92215918
-117.1650013,47.6267892
-117.2655338,47.32837633
-117.1160055,47.29993759
-117.1930808,47.56501091
-117.4533443,48.03811305
-117.5475465,47.77757273
-117.5473907,47.44010621
-117.0535171,47.78120205
-117.2540234,47.36638025
-117.3224102,47.44016981
-117.1292332,47.76743944
-117.1513537,48.04096808
-117.0872224,47.60818682
-117.1692124,47.33907123
-117.7793792,47.75363031
-117.1598371,47.33014581
-117.7622714,47.58919118
-117.2368112,47.60305609
-117.7476844,47.5538143
-117.6755327,47.72293908
-117.493964,47.70262168
-117.3705047,47.96284583
-117.4189006,47.64684257
-117.0833619,47.89039184
-117.0477843,47.9779279
-117.1065942,47.93854408
-117.2794407,47.55500438
-117.1276294,47.86018259
-117.5404529,47.72088149
-117.3595004,47.55089095
-117.2189061,47.40972161
-117.6334196,47.80743559
-117.2034129,47.68200803
-117.8178088,47.53794683
-117.2714104,47.9071565
-117.4632993,47.95448056
-117.5268594,47.33771964
-117.2217764,47.99978579
-117.768784,47.80601306
-117.6145342,47.70552441
-117.3539256,47.8290838
-117.2601903,47.5845606
-117.6302001,47.80850359
-117.1676993,47.94453117
-117.0829334,48.04010172
-117.0875814,47.88277856
-117.6707765,47.33478487
-117.150598,47.97945551
-117.3212837,47.49894917
-117.4770267,47.55923588
-117.1524959,47.56069768
-117.4253925,47.75469906
-117.7628679,47.40182092
-117.624409,47.37057073
-117.6825223,47.60439544
-117.2666947,47.74454745
-117.4567244,47.39956652
-117.5756302,47.27053616
-117.1564597,47.47853777
-117.0653613,47.89837042
-117.2012519,48.04464681
-117.4896817,47.45343523
-117.6950785,47.31036798
-117.118524,47.29674967
-117.0857283,47.45172955
-117.4877427,47.36047862
-117.4090075,47.98145855
-117.1420396,47.58394398
-117.0837822,47.60534265
-117.1621457,47.41672118
-117.3638574,47.46739876
-117.5069041,48.01004014
-117.7735076,47.41909373
-117.674332,47.52328645
-117.3727416,47.42042145
